20221209DEPOB121M    000015062200000000001506220000000000150622000000NPP     20221210060620        
20221209DEPOB121Y    000019412700000000001941270000000000194127000000NPP     20221210060621        
20221209DEPOB122M    000016106700000000001610670000000000161067000000NPP     20221210060621        
20221209DEPOB122W    000014371200000000001437120000000000143712000000NPP     20221210060621        
20221209DEPOB122Y    000019380800000000001938080000000000193808000000NPP     20221210060621        
20221209DEPOB123M    000016976900000000001697690000000000169769000000NPP     20221210060621        
20221209DEPOB123Y    000019285400000000001928540000000000192854000000NPP     20221210060621        
20221209DEPOB124Y    000019256100000000001925610000000000192561000000NPP     20221210060621        
20221209DEPOB125Y    000019242600000000001924260000000000192426000000NPP     20221210060621        
20221209DEPOB126M    000018514000000000001851400000000000185140000000NPP     20221210060621        
20221209DEPOB129M    000019172600000000001917260000000000191726000000NPP     20221210060621        
20221209DEPOB12ON    000013740800000000001374080000000000137408000000NPP     20221210060621        
20221209DEPOB12SW    000014039800000000001403980000000000140398000000NPP     20221210060621        
20221209DEPOB12TN    000013842000000000001384200000000000138420000000NPP     20221210060621        
20221209DEPOCOF1M    000010882189280000001088218928000000108821892800NPP     2022121006062120230111
20221209DEPOCOF1Y    000012608750610000001260875061000000126087506100NPP     2022121006062120231211
20221209DEPOCOF2M    000011176828310000001117682831000000111768283100NPP     2022121006062120230209
20221209DEPOCOF2W    000010613960850000001061396085000000106139608500NPP     2022121006062120221223
20221209DEPOCOF3M    000011466950170000001146695017000000114669501700NPP     2022121006062120230309
20221209DEPOCOF6M    000012062464950000001206246495000000120624649500NPP     2022121006062120230608
20221209DEPOCOF9M    000012373053130000001237305313000000123730531300NPP     2022121006062120230911
20221209DEPOCOFON    000010541986220000001054198622000000105419862200NPP     2022121006062120221210
20221209DEPOCOFSW    000010783081620000001078308162000000107830816200NPP     2022121006062120221216
20221209DTFPCOP1Y    000013053548330000001305354833000000130535483300NPP     2022121006062120231213
20221209DTFPCOP3M    000012445334380000001244533438000000124453343800NPP     2022121006062120230313
20221209DTFPCOP6M    000012465707660000001246570766000000124657076600NPP     2022121006062120230613
20221209DTFPCOP9M    000012495721390000001249572139000000124957213900NPP     2022121006062120230913
20221209DTFPCOPON    000012410000000000001241000000000000124100000000NPP     2022121006062120221210
20221209DEPOEUC10M   000002308752640000000230875264000000023087526400NPP     2022121006062120231013
20221209DEPOEUC11M   000002333045260000000233304526000000023330452600NPP     2022121006062120231113
20221209DEPOEUC1D    000008543375680000000854337568000000085433756800NPP     2022121006062120221210
20221209DEPOEUC1M    000001425193550000000142519355000000014251935500NPP     2022121006062120230113
20221209DEPOEUC1Y    000002366784110000000236678411000000023667841100NPP     2022121006062120231213
20221209DEPOEUC2M    000001605080170000000160508017000000016050801700NPP     2022121006062120230213
20221209DEPOEUC2W    000001889743790000000188974379000000018897437900NPP     2022121006062120221227
20221209DEPOEUC3D    000003376355080000000337635508000000033763550800NPP     2022121006062120221214
20221209DEPOEUC3M    000001795742860000000179574286000000017957428600NPP     2022121006062220230313
20221209DEPOEUC3W    000001193008330000000119300833000000011930083300NPP     2022121006062220230103
20221209DEPOEUC4M    000001918200660000000191820066000000019182006600NPP     2022121006062220230413
20221209DEPOEUC5M    000002057596670000000205759667000000020575966700NPP     2022121006062220230515
20221209DEPOEUC6M    000002134963780000000213496378000000021349637800NPP     2022121006062220230613
