20230127DEPOB121M    000016268900000000001626890000000000162689000000NPP     20230128065659        
20230127DEPOB121Y    000019691500000000001969150000000000196915000000NPP     20230128065659        
20230127DEPOB122M    000017067100000000001706710000000000170671000000NPP     20230128065659        
20230127DEPOB122W    000015737800000000001573780000000000157378000000NPP     20230128065659        
20230127DEPOB122Y    000019899100000000001989910000000000198991000000NPP     20230128065659        
20230127DEPOB123M    000017729300000000001772930000000000177293000000NPP     20230128065659        
20230127DEPOB123Y    000019936800000000001993680000000000199368000000NPP     20230128065659        
20230127DEPOB124Y    000019960600000000001996060000000000199606000000NPP     20230128065659        
20230127DEPOB125Y    000019976800000000001997680000000000199768000000NPP     20230128065659        
20230127DEPOB126M    000018908200000000001890820000000000189082000000NPP     20230128065659        
20230127DEPOB129M    000019448500000000001944850000000000194485000000NPP     20230128065659        
20230127DEPOB12ON    000015250900000000001525090000000000152509000000NPP     20230128065659        
20230127DEPOB12SW    000015482200000000001548220000000000154822000000NPP     20230128065659        
20230127DEPOB12TN    000015329300000000001532930000000000153293000000NPP     20230128065659        
20230127DEPOCOF1M    000011858056350000001185805635000000118580563500NPP     2023012806565920230224
20230127DEPOCOF1Y    000013080699850000001308069985000000130806998500NPP     2023012806565920240129
20230127DEPOCOF2M    000012146885450000001214688545000000121468854500NPP     2023012806565920230329
20230127DEPOCOF2W    000011763405170000001176340517000000117634051700NPP     2023012806565920230210
20230127DEPOCOF3M    000012266648450000001226664845000000122666484500NPP     2023012806565920230426
20230127DEPOCOF6M    000012534323870000001253432387000000125343238700NPP     2023012806570020230727
20230127DEPOCOF9M    000012713028610000001271302861000000127130286100NPP     2023012806570020231027
20230127DEPOCOFON    000011571127730000001157112773000000115711277300NPP     2023012806570020230128
20230127DEPOCOFSW    000011723325790000001172332579000000117233257900NPP     2023012806570020230203
20230127DTFPCOP1Y    000013307065020000001330706502000000133070650200NPP     2023012806570020240131
20230127DTFPCOP3M    000013243245360000001324324536000000132432453600NPP     2023012806570020230428
20230127DTFPCOP6M    000012893372240000001289337224000000128933722400NPP     2023012806570020230731
