20221201DEPOB121M    000014688100000000001468810000000000146881000000NPP     20221202065131        
20221201DEPOB121Y    000019063500000000001906350000000000190635000000NPP     20221202065131        
20221201DEPOB122M    000015695700000000001569570000000000156957000000NPP     20221202065131        
20221201DEPOB122W    000014034000000000001403400000000000140340000000NPP     20221202065131        
20221201DEPOB122Y    000018725700000000001872570000000000187257000000NPP     20221202065131        
20221201DEPOB123M    000016555900000000001655590000000000165559000000NPP     20221202065131        
20221201DEPOB123Y    000018353300000000001835330000000000183533000000NPP     20221202065131        
20221201DEPOB124Y    000018179200000000001817920000000000181792000000NPP     20221202065131        
20221201DEPOB125Y    000018098600000000001809860000000000180986000000NPP     20221202065131        
20221201DEPOB126M    000018135200000000001813520000000000181352000000NPP     20221202065131        
20221201DEPOB129M    000018832700000000001883270000000000188327000000NPP     20221202065131        
20221201DEPOB12ON    000013444900000000001344490000000000134449000000NPP     20221202065131        
20221201DEPOB12SW    000013723500000000001372350000000000137235000000NPP     20221202065131        
20221201DEPOB12TN    000013539100000000001353910000000000135391000000NPP     20221202065131        
20221201DEPOCOF1M    000010627063970000001062706397000000106270639700NPP     2022120206513220230103
20221201DEPOCOF1Y    000012631418610000001263141861000000126314186100NPP     2022120206513220231201
20221201DEPOCOF2M    000010951554750000001095155475000000109515547500NPP     2022120206513220230202
20221201DEPOCOF2W    000010497832660000001049783266000000104978326600NPP     2022120206513220221215
20221201DEPOCOF3M    000011284944410000001128494441000000112849444100NPP     2022120206513220230302
20221201DEPOCOF6M    000011941517850000001194151785000000119415178500NPP     2022120206513220230601
20221201DEPOCOF9M    000012393741760000001239374176000000123937417600NPP     2022120206513220230831
20221201DEPOCOFON    000009997602370000000999760237000000099976023700NPP     2022120206513220221202
20221201DEPOCOFSW    000010631168800000001063116880000000106311688000NPP     2022120206513220221207
20221201DTFPCOP1Y    000012751043360000001275104336000000127510433600NPP     2022120206513220231205
20221201DTFPCOP3M    000012303207070000001230320707000000123032070700NPP     2022120206513220230306
20221201DTFPCOP6M    000012133479190000001213347919000000121334791900NPP     2022120206513220230605
20221201DTFPCOP9M    000012141046600000001214104660000000121410466000NPP     2022120206513220230905
20221201DTFPCOPON    000012450000000000001245000000000000124500000000NPP     2022120206513220221202
20221201DEPOEUC10M   000002276501070000000227650107000000022765010700NPP     2022120206513220231005
20221201DEPOEUC11M   000002315276480000000231527648000000023152764800NPP     2022120206513220231106
20221201DEPOEUC1D    000008544097780000000854409778000000085440977800NPP     2022120206513220221202
20221201DEPOEUC1M    000001147504740000000114750474000000011475047400NPP     2022120206513220230105
20221201DEPOEUC1Y    000002345988430000000234598843000000023459884300NPP     2022120206513220231205
20221201DEPOEUC2M    000001582241840000000158224184000000015822418400NPP     2022120206513220230206
20221201DEPOEUC2W    000002029683320000000202968332000000020296833200NPP     2022120206513220221219
20221201DEPOEUC3D    000002442212760000000244221276000000024422127600NPP     2022120206513220221206
20221201DEPOEUC3M    000001757903020000000175790302000000017579030200NPP     2022120206513220230306
