20230131DEPOB121M    000016375100000000001637510000000000163751000000NPP     20230201055517        
20230131DEPOB121Y    000019768000000000001976800000000000197680000000NPP     20230201055517        
20230131DEPOB122M    000017085300000000001708530000000000170853000000NPP     20230201055517        
20230131DEPOB122W    000015916600000000001591660000000000159166000000NPP     20230201055517        
20230131DEPOB122Y    000019999800000000001999980000000000199998000000NPP     20230201055517        
20230131DEPOB123M    000017698900000000001769890000000000176989000000NPP     20230201055517        
20230131DEPOB123Y    000020004500000000002000450000000000200045000000NPP     20230201055517        
20230131DEPOB124Y    000020015900000000002001590000000000200159000000NPP     20230201055517        
20230131DEPOB125Y    000020030900000000002003090000000000200309000000NPP     20230201055517        
20230131DEPOB126M    000018874500000000001887450000000000188745000000NPP     20230201055517        
20230131DEPOB129M    000019474800000000001947480000000000194748000000NPP     20230201055517        
20230131DEPOB12ON    000015504600000000001550460000000000155046000000NPP     20230201055517        
20230131DEPOB12SW    000015699400000000001569940000000000156994000000NPP     20230201055517        
20230131DEPOB12TN    000015570400000000001557040000000000155704000000NPP     20230201055517        
20230131DEPOCOF1M    000011823624740000001182362474000000118236247400NPP     2023020105551820230228
20230131DEPOCOF1Y    000012928515930000001292851593000000129285159300NPP     2023020105551820240131
20230131DEPOCOF2M    000012161058360000001216105836000000121610583600NPP     2023020105551820230330
20230131DEPOCOF2W    000011889281480000001188928148000000118892814800NPP     2023020105551820230214
20230131DEPOCOF3M    000012223242290000001222324229000000122232422900NPP     2023020105551820230427
20230131DEPOCOF6M    000012547697880000001254769788000000125476978800NPP     2023020105551820230731
20230131DEPOCOF9M    000012697079190000001269707919000000126970791900NPP     2023020105551820231031
20230131DEPOCOFON    000011657774220000001165777422000000116577742200NPP     2023020105551820230201
20230131DEPOCOFSW    000011689563940000001168956394000000116895639400NPP     2023020105551820230207
20230131DTFPCOP1Y    000013448302850000001344830285000000134483028500NPP     2023020105551820240202
20230131DTFPCOP3M    000013558906240000001355890624000000135589062400NPP     2023020105551820230502
20230131DTFPCOP6M    000013138873750000001313887375000000131388737500NPP     2023020105551820230802
20230131DTFPCOP9M    000012986889440000001298688944000000129868894400NPP     2023020105551820231102
20230131DTFPCOPON    000013940000000000001394000000000000139400000000NPP     2023020105551820230201
20230131DEPOEUC10M   000002969260700000000296926070000000029692607000NPP     2023020105551820231204
20230131DEPOEUC11M   000002898103820000000289810382000000028981038200NPP     2023020105551820240102
20230131DEPOEUC1D    000000066261940000000006626194000000000662619400NPP     2023020105551820230201
20230131DEPOEUC1M    000002258471910000000225847191000000022584719100NPP     2023020105551820230302
20230131DEPOEUC1Y    000002931889750000000293188975000000029318897500NPP     2023020105551820240202
20230131DEPOEUC2M    000002301268710000000230126871000000023012687100NPP     2023020105551820230403
20230131DEPOEUC2W    000002233708180000000223370818000000022337081800NPP     2023020105551820230216
20230131DEPOEUC3D    000003503081620000000350308162000000035030816200NPP     2023020105551820230203
20230131DEPOEUC3M    000002429102250000000242910225000000024291022500NPP     2023020105551820230502
20230131DEPOEUC3W    000002244082750000000224408275000000022440827500NPP     2023020105551820230223
20230131DEPOEUC4M    000002573008400000000257300840000000025730084000NPP     2023020105551820230602
20230131DEPOEUC5M    000002659450620000000265945062000000026594506200NPP     2023020105551820230703
20230131DEPOEUC6M    000002746770710000000274677071000000027467707100NPP     2023020105551820230802
20230131DEPOEUC7M    000002865992040000000286599204000000028659920400NPP     2023020105551820230905
20230131DEPOEUC8M    000002869577650000000286957765000000028695776500NPP     2023020105551820231002
20230131DEPOEUC9M    000002919701480000000291970148000000029197014800NPP     2023020105551820231102
20230131DEPOEUCSW    000002270034950000000227003495000000022700349500NPP     2023020105551820230209
20230131IMGBGBP10M   000004192221270000000419222127000000041922212700NPP     2023020105551920231204
20230131IMGBGBP11M   000004148493090000000414849309000000041484930900NPP     2023020105551920240102
20230131IMGBGBP1M    000003733249640000000373324964000000037332496400NPP     2023020105551920230302
20230131IMGBGBP1Y    000004145939820000000414593982000000041459398200NPP     2023020105551920240202
20230131IMGBGBP2M    000003801786730000000380178673000000038017867300NPP     2023020105551920230403
20230131IMGBGBP2W    000003699407230000000369940723000000036994072300NPP     2023020105551920230216
20230131IMGBGBP3M    000003893309830000000389330983000000038933098300NPP     2023020105551920230502
20230131IMGBGBP3W    000003711842510000000371184251000000037118425100NPP     2023020105551920230223
20230131IMGBGBP4M    000003986827760000000398682776000000039868277600NPP     2023020105551920230602
20230131IMGBGBP5M    000004041432130000000404143213000000040414321300NPP     2023020105551920230703
20230131IMGBGBP6M    000004084584420000000408458442000000040845844200NPP     2023020105551920230802
20230131IMGBGBP7M    000004146676740000000414667674000000041466767400NPP     2023020105551920230905
20230131IMGBGBP8M    000004156512830000000415651283000000041565128300NPP     2023020105551920231002
20230131IMGBGBP9M    000004173416830000000417341683000000041734168300NPP     2023020105551920231102
20230131IMGBGBPON    000002448654570000000244865457000000024486545700NPP     2023020105551920230201
20230131IMGBGBPSW    000003738094440000000373809444000000037380944400NPP     2023020105551920230209
20230131IBR COP1M    000011882944710000001188294471000000118829447100NPP     2023020105551920230302
20230131IBR COP1Y    000012489499130000001248949913000000124894991300NPP     2023020105551920240202
20230131IBR COP3M    000012150437210000001215043721000000121504372100NPP     2023020105551920230502
20230131IBR COP6M    000012461040040000001246104004000000124610400400NPP     2023020105551920230802
20230131IBR COP9M    000012542898530000001254289853000000125428985300NPP     2023020105551920231102
20230131IBR COPON    000011815000000000001181500000000000118150000000NPP     2023020105551920230201
20230131IPECEUR10M   000002709537810000000270953781000000027095378100NPP     2023020105551920231204
20230131IPECEUR11M   000002559452480000000255945248000000025594524800NPP     2023020105551920240102
20230131IPECEUR1M    000002279771260000000227977126000000022797712600NPP     2023020105551920230302
20230131IPECEUR1W    000002333308880000000233330888000000023333088800NPP     2023020105551920230209
20230131IPECEUR1Y    000002291970130000000229197013000000022919701300NPP     2023020105551920240202
20230131IPECEUR2M    000002158475230000000215847523000000021584752300NPP     2023020105551920230403
20230131IPECEUR2W    000002221810600000000222181060000000022218106000NPP     2023020105551920230216
20230131IPECEUR3M    000002335461410000000233546141000000023354614100NPP     2023020105551920230502
20230131IPECEUR3W    -000005131578100-000005131578100-000005131578100NPP     2023020105551920210518
20230131IPECEUR4M    000002454885320000000245488532000000024548853200NPP     2023020105551920230602
20230131IPECEUR5M    000002543246450000000254324645000000025432464500NPP     2023020105551920230703
20230131IPECEUR6M    000002660333700000000266033370000000026603337000NPP     2023020105551920230802
20230131IPECEUR7M    000002742033710000000274203371000000027420337100NPP     2023020105551920230904
20230131IPECEUR8M    000002729826310000000272982631000000027298263100NPP     2023020105551920231002
20230131IPECEUR9M    000002769664290000000276966429000000027696642900NPP     2023020105551920231102
20230131IPECEURON    000000223437110000000022343711000000002234371100NPP     2023020105551920230201
20230131L12MUSD1Y    000005333174786200000533317478620000053331747862NPP     2023020105551920240202
20230131L12MUSDON    000004298430000000000429843000000000042984300000NPP     2023020105551920230201
20230131L1M USD18M   000004698066553100000469806655310000046980665531NPP     2023020105551920240802
20230131L1M USD1M    000004556918858200000455691885820000045569188582NPP     2023020105551920230302
20230131L1M USD1Y    000004904503327100000490450332710000049045033271NPP     2023020105551920240202
20230131L1M USD3M    000004599334942200000459933494220000045993349422NPP     2023020105551920230502
20230131L1M USD6M    000004851614540000000485161454000000048516145400NPP     2023020105551920230802
20230131L1M USD9M    000004897588243300000489758824330000048975882433NPP     2023020105552020231102
20230131L1M USDON    000004298430000000000429843000000000042984300000NPP     2023020105552020230201
20230131L3M USD18M   000004834015357400000483401535740000048340153574NPP     2023020105552020240802
20230131L3M USD3M    000004688942072700000468894207270000046889420727NPP     2023020105552020230502
20230131L3M USD6M    000004920092443100000492009244310000049200924431NPP     2023020105552020230802
20230131L3M USD9M    000005009791677400000500979167740000050097916774NPP     2023020105552020231102
20230131L3M USDON    000004298430000000000429843000000000042984300000NPP     2023020105552020230201
20230131L6M USD18M   000005008013700000000500801370000000050080137000NPP     2023020105552020240802
20230131L6M USD1Y    000005191443900000000519144390000000051914439000NPP     2023020105552020240202
20230131L6M USD6M    000005092869650000000509286965000000050928696500NPP     2023020105552020230802
20230131L6M USDON    000004298430000000000429843000000000042984300000NPP     2023020105552020230201
20230131DEPOV1 1M    -000014533926800-000014533926800-000014533926800NPP     2023020105552020160224
20230131DEPOV1 1Y    000000178548050000000017854805000000001785480500NPP     2023020105552020170124
20230131DEPOV1 2M    -000012097852400-000012097852400-000012097852400NPP     2023020105552020160322
20230131DEPOV1 2W    -000015269419800-000015269419800-000015269419800NPP     2023020105552020160205
