20230126DEPOB121M    000016248700000000001624870000000000162487000000NPP     20230127065709        
20230126DEPOB121Y    000019699300000000001969930000000000196993000000NPP     20230127065709        
20230126DEPOB122M    000017035800000000001703580000000000170358000000NPP     20230127065709        
20230126DEPOB122W    000015727300000000001572730000000000157273000000NPP     20230127065709        
20230126DEPOB122Y    000019926000000000001992600000000000199260000000NPP     20230127065709        
20230126DEPOB123M    000017693100000000001769310000000000176931000000NPP     20230127065709        
20230126DEPOB123Y    000019951800000000001995180000000000199518000000NPP     20230127065709        
20230126DEPOB124Y    000019963000000000001996300000000000199630000000NPP     20230127065709        
20230126DEPOB125Y    000019970000000000001997000000000000199700000000NPP     20230127065709        
20230126DEPOB126M    000018880200000000001888020000000000188802000000NPP     20230127065709        
20230126DEPOB129M    000019439500000000001943950000000000194395000000NPP     20230127065709        
20230126DEPOB12ON    000015250700000000001525070000000000152507000000NPP     20230127065709        
20230126DEPOB12SW    000015477000000000001547700000000000154770000000NPP     20230127065709        
20230126DEPOB12TN    000015327400000000001532740000000000153274000000NPP     20230127065709        
20230126DEPOCOF1M    000011851915500000001185191550000000118519155000NPP     2023012706570920230224
20230126DEPOCOF1Y    000013099871600000001309987160000000130998716000NPP     2023012706570920240126
20230126DEPOCOF2M    000012214687850000001221468785000000122146878500NPP     2023012706570920230328
20230126DEPOCOF2W    000011714796760000001171479676000000117147967600NPP     2023012706570920230209
20230126DEPOCOF3M    000012323598450000001232359845000000123235984500NPP     2023012706570920230426
20230126DEPOCOF6M    000012603431600000001260343160000000126034316000NPP     2023012706570920230727
20230126DEPOCOF9M    000012851502720000001285150272000000128515027200NPP     2023012706570920231026
20230126DEPOCOFON    000011619309910000001161930991000000116193099100NPP     2023012706570920230127
20230126DEPOCOFSW    000011666824960000001166682496000000116668249600NPP     2023012706570920230202
20230126DTFPCOP1Y    000013408967560000001340896756000000134089675600NPP     2023012706570920240130
20230126DTFPCOP3M    000013243545690000001324354569000000132435456900NPP     2023012706570920230428
20230126DTFPCOP6M    000012873925310000001287392531000000128739253100NPP     2023012706570920230731
20230126DTFPCOP9M    000012918395050000001291839505000000129183950500NPP     2023012706570920231030
20230126DTFPCOPON    000013550000000000001355000000000000135500000000NPP     2023012706570920230127
20230126DEPOEUC10M   000002922645590000000292264559000000029226455900NPP     2023012706570920231130
